,race,age,fnlwgt,education_num,capital_gain,hours_per_week,GroundTruth,GroundTruth_DB,FairDEN2,FairSC_normalized2,FairSC2,FairDEN3,FairSC_normalized3,FairSC3,FairDEN4,FairSC_normalized4,FairSC4,FairDEN5,FairSC_normalized5,FairSC5,FairDEN6,FairSC_normalized6,FairSC6,FairDEN7,FairSC_normalized7,FairSC7,FairDEN8,FairSC_normalized8,FairSC8,FairDEN9,FairSC_normalized9,FairSC9,FairDEN10,FairSC_normalized10,FairSC10
40702,4,28,134890,13,0,50,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,0,2,2,1,7,3,5,2,4
41860,2,17,146890,5,0,20,0,0,1,0,1,1,1,1,0,1,1,4,0,3,2,3,4,5,0,5,1,5,5,2,4,1,3,4,1
38642,2,34,581025,5,0,38,0,0,1,0,1,2,1,1,2,1,1,3,0,3,4,3,4,2,0,5,4,5,5,0,4,1,6,4,1
16379,4,36,210830,14,0,30,0,0,1,1,1,1,2,0,0,2,2,4,4,1,2,5,3,1,5,2,7,2,2,6,7,8,9,2,1
40021,4,36,131808,9,4386,40,1,0,0,0,0,1,1,1,0,1,3,1,0,4,2,4,0,1,1,3,5,7,7,8,0,0,9,5,2
4222,4,27,233724,9,0,38,0,0,0,0,0,0,0,2,1,3,3,2,1,4,0,4,1,6,1,0,2,7,4,3,0,5,1,8,9
6965,4,24,191954,4,0,50,0,0,1,0,0,1,1,1,0,1,0,4,2,3,2,3,2,5,4,5,1,4,5,2,1,1,8,0,5
12781,4,53,30244,12,15024,40,1,0,1,1,1,2,2,1,2,2,1,0,4,3,3,3,4,3,0,2,3,5,5,0,4,8,6,4,1
29335,4,21,161210,9,0,50,0,0,0,0,0,1,1,1,0,1,3,1,0,4,5,0,0,4,1,3,5,1,3,4,6,7,0,1,6
12512,4,40,114537,11,0,50,1,0,0,1,1,1,1,1,0,1,1,1,0,3,5,0,0,4,0,5,5,1,3,8,6,7,9,1,6
36345,2,38,172855,7,0,20,0,0,1,0,1,1,1,1,3,1,1,0,0,3,3,3,4,3,0,5,1,5,5,2,4,1,8,4,1
37049,4,19,163072,10,0,34,0,0,0,0,0,0,0,2,1,0,3,1,1,4,5,4,5,4,1,0,0,7,4,4,0,5,5,8,9
40589,4,49,393691,10,0,40,1,0,0,0,1,1,0,1,0,3,0,1,3,0,5,2,2,4,3,5,5,0,0,4,2,6,0,9,0
13511,4,25,193701,13,0,38,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,3,4,2,4
44610,4,20,240517,10,0,20,0,0,0,0,0,0,0,2,1,0,0,2,1,2,1,1,5,0,2,4,6,3,1,1,3,2,5,6,3
20984,4,30,97723,9,0,45,0,0,0,0,0,0,1,1,1,1,3,2,0,4,1,4,0,0,1,3,6,7,7,1,0,0,4,5,2
27823,4,54,278329,9,0,43,0,0,0,0,1,0,1,1,1,1,1,1,2,0,5,3,4,4,6,1,0,6,5,4,8,6,5,3,0
3104,4,28,206351,10,0,40,0,0,0,0,0,0,0,2,1,3,3,2,1,4,1,4,1,0,1,0,6,7,4,1,0,5,4,8,9
27479,0,48,61985,5,0,20,0,0,1,0,1,2,1,1,2,1,1,3,0,3,3,3,4,3,0,5,3,5,5,0,4,1,6,4,1
44558,4,26,159732,13,0,43,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,3,4,2,4
2360,4,34,158420,13,0,70,0,0,1,1,1,1,2,0,0,1,2,4,0,1,2,0,0,5,4,5,1,1,3,2,6,7,8,1,6
28603,1,30,116666,14,0,50,1,0,0,0,1,1,1,1,0,1,1,1,0,3,5,3,4,4,0,5,5,5,5,4,4,1,0,4,1
37117,4,64,207658,12,0,40,1,0,0,1,1,1,2,0,0,2,1,1,4,3,5,5,4,4,5,1,5,6,5,8,4,8,0,4,1
19770,2,31,179013,9,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,0,3,4,6,0,5,2,5,5,3,4,1,1,4,1
7217,4,30,121308,10,0,40,0,0,0,0,0,0,1,2,1,1,3,2,1,4,1,4,1,0,1,3,6,7,7,1,0,0,4,5,2
32570,4,35,203717,11,0,50,0,0,0,1,1,1,1,1,0,1,1,1,0,3,5,0,0,4,0,5,5,1,3,8,6,7,0,1,6
10608,4,18,186909,10,0,16,0,0,0,0,0,0,0,2,1,0,0,2,1,2,1,1,5,0,2,4,6,3,1,1,3,2,5,6,3
6920,4,29,224858,10,0,45,0,0,0,0,0,0,0,2,1,3,3,2,0,4,1,4,1,0,1,0,6,7,4,1,0,5,4,8,9
24784,4,33,34848,10,0,40,0,0,0,0,0,0,1,1,1,1,3,2,0,4,1,4,0,0,1,3,6,7,7,1,0,0,5,5,2
13558,4,18,169652,7,0,12,0,0,1,0,0,1,0,2,0,0,0,4,1,2,2,1,5,1,2,4,7,3,1,6,3,2,9,6,3
19263,4,67,148690,14,18481,2,1,-1,1,1,1,2,2,1,2,2,1,3,4,3,4,3,4,2,0,2,4,5,5,7,4,8,7,4,1
12792,4,17,126771,8,0,7,0,0,1,0,0,1,0,2,0,0,0,0,1,2,2,1,5,5,2,4,1,3,1,2,3,2,8,6,3
40423,2,45,169324,5,0,40,0,0,1,0,1,1,1,1,0,1,1,4,0,3,2,3,4,1,0,5,7,5,5,6,4,1,9,4,1
25512,3,24,100605,10,0,14,0,0,0,0,0,0,0,2,0,0,0,1,1,2,5,1,5,4,2,4,5,3,1,8,3,2,0,6,3
47366,4,27,365745,6,0,20,0,0,1,0,0,1,0,2,3,0,0,0,3,2,3,1,5,3,2,4,3,3,1,5,3,2,2,6,3
23607,4,55,170994,9,0,40,0,0,0,0,1,0,1,1,1,1,1,2,2,3,0,3,4,6,6,1,2,6,5,3,8,1,1,3,7
31203,4,59,56392,10,0,60,0,0,1,1,1,1,1,1,0,1,1,4,0,3,2,0,0,5,4,1,1,1,3,2,6,7,3,1,6
35750,2,64,226878,14,9386,50,1,0,1,0,1,2,1,1,2,1,1,3,0,3,3,3,4,3,0,5,3,5,5,0,4,1,6,4,1
20969,4,40,150471,12,0,40,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,0,2,2,1,7,8,5,2,1
17134,4,44,175669,7,5178,36,1,0,1,0,0,1,1,1,0,1,1,0,2,3,3,3,4,5,0,1,1,5,5,2,4,1,8,3,1
7339,4,42,383493,14,0,50,1,0,1,1,1,1,2,0,0,3,0,4,3,0,2,2,2,1,3,5,7,0,0,6,2,6,3,9,0
37108,4,40,32798,9,0,45,0,0,0,0,1,0,1,1,1,1,1,1,0,3,5,4,0,4,1,3,0,7,7,4,8,0,5,5,2
46290,4,26,233461,9,0,53,0,0,0,0,0,1,1,1,0,1,1,1,0,3,5,0,0,4,4,5,5,1,3,4,6,7,0,1,6
14960,4,26,167350,9,0,50,0,0,0,0,0,0,1,1,1,1,1,2,0,3,1,0,0,0,4,5,6,1,3,1,6,7,5,1,6
25648,4,36,153066,10,0,50,1,0,0,1,1,0,1,1,1,1,1,2,0,3,1,0,0,0,0,5,6,1,3,1,6,7,4,1,6
47168,3,38,98080,10,0,40,0,0,0,1,0,0,1,1,1,1,1,2,0,4,1,4,4,0,1,3,6,7,7,1,0,0,4,5,2
23352,4,37,243409,9,0,50,0,0,0,0,1,0,1,1,1,1,1,1,0,0,5,0,2,4,0,5,0,1,3,4,4,7,5,1,6
38804,2,19,120361,9,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,4,4,1
27580,2,17,317702,6,0,15,0,0,1,0,1,1,1,1,0,1,1,4,0,3,2,3,4,5,0,5,1,5,5,2,4,1,8,4,1
18670,4,23,80680,10,0,16,0,0,0,0,0,0,0,2,1,0,0,1,1,2,5,1,5,4,2,4,0,3,1,4,3,2,5,6,3
5537,4,33,342458,12,0,56,0,0,1,1,1,1,2,0,0,3,0,4,3,0,2,2,2,1,3,5,7,0,0,6,2,6,3,9,0
25082,4,32,97306,13,0,48,0,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,0,2,2,4,7,8,5,2,1
1162,4,33,114691,13,0,60,1,0,1,1,1,1,2,0,0,2,2,4,4,1,2,5,3,1,5,2,7,2,3,6,7,7,9,2,6
19286,4,34,186346,9,0,40,0,0,0,0,0,0,1,2,1,1,3,2,0,4,0,4,1,6,1,6,2,7,6,3,0,4,1,8,8
47143,4,48,121179,10,0,52,0,0,0,1,1,1,1,1,0,1,1,1,0,3,5,0,0,4,4,1,5,1,3,4,8,7,0,3,6
28244,1,42,198341,14,0,55,1,0,0,0,1,0,1,1,1,1,1,1,0,3,5,3,4,4,0,5,5,5,5,4,4,1,0,4,1
10783,4,29,87905,9,10520,40,1,0,1,0,0,1,1,1,3,1,3,0,0,4,3,4,0,3,1,3,3,7,7,5,0,0,2,5,2
10427,4,27,94064,11,0,40,0,0,0,0,0,0,1,2,1,1,3,1,1,4,5,4,0,4,1,3,0,7,7,4,0,0,5,5,2
13363,4,57,25045,13,2174,37,0,0,1,1,1,1,2,0,0,2,2,4,4,1,2,5,3,5,5,2,7,2,2,2,7,8,3,4,1
4672,4,32,164243,9,0,60,1,0,0,1,1,0,1,1,1,1,1,1,0,3,5,0,0,4,4,5,0,1,3,4,6,7,0,1,6
3519,4,30,221043,9,0,35,0,0,0,0,0,0,0,2,1,1,3,2,1,4,1,4,1,0,1,6,6,7,6,1,0,4,4,8,8
41006,4,44,88808,8,0,40,0,0,0,0,1,0,1,1,1,1,1,1,2,3,5,3,4,4,6,1,0,6,5,4,8,1,5,3,7
11732,3,25,163396,10,0,40,0,0,0,0,0,0,1,1,1,1,3,2,0,4,1,4,1,0,1,0,6,7,5,1,0,1,4,8,1
14401,4,49,44671,12,0,40,1,0,0,1,1,1,2,1,0,2,1,4,4,3,2,5,4,1,5,2,5,5,5,6,4,8,9,4,1
26792,4,61,96660,10,15024,34,1,0,1,1,1,2,2,1,2,2,1,3,4,3,4,3,4,2,0,1,4,5,5,0,4,1,6,4,1
5488,4,26,288592,9,0,40,0,0,0,0,0,0,0,2,1,3,0,2,3,0,1,2,2,0,3,5,6,0,0,1,2,6,4,8,0
17901,4,36,199947,10,0,30,0,0,0,0,0,1,1,2,0,0,1,1,1,3,5,4,1,4,1,6,5,7,6,4,4,4,0,8,8
21501,4,31,173350,9,0,30,0,0,0,0,0,0,0,2,1,0,3,1,1,4,5,4,4,4,1,4,0,7,1,4,0,2,5,4,1
15832,4,60,82775,10,0,55,0,0,0,1,1,1,1,1,0,1,1,1,0,3,2,0,4,1,4,1,5,1,5,8,8,7,9,3,6
21743,4,20,37932,9,0,40,0,0,0,0,0,0,1,2,1,1,3,2,1,4,1,4,0,0,1,3,6,7,7,1,0,0,5,5,2
43665,4,27,150861,10,0,40,0,0,0,0,0,0,1,2,1,1,3,2,1,4,1,4,1,0,1,0,6,7,4,1,0,0,4,8,2
33618,4,21,114292,7,0,40,0,0,0,0,0,1,1,2,0,1,3,1,0,4,2,4,0,1,1,3,5,4,7,8,0,0,9,5,5
36351,4,45,94809,10,0,24,0,0,1,0,1,1,1,1,0,0,1,4,2,3,2,3,4,1,6,4,7,6,5,6,4,1,3,4,1
26053,4,38,245090,9,0,40,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,2,1,6,1,6,2,7,6,3,2,4,1,8,8
31689,1,26,154571,10,0,45,1,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,4,4,1
33674,2,26,391074,6,0,40,0,0,1,0,1,1,1,1,0,1,1,4,0,3,2,3,4,5,0,5,1,5,5,2,4,1,3,4,1
36619,4,36,251091,13,0,60,1,0,1,1,1,1,2,0,0,2,2,4,4,1,2,5,3,1,5,5,7,1,3,6,6,7,3,1,1
47392,4,40,196344,3,0,30,0,0,1,0,0,1,1,1,0,1,1,4,2,3,2,3,4,5,4,5,1,4,5,2,1,1,8,0,5
25035,4,51,316059,10,0,36,0,0,0,0,1,0,1,1,1,1,0,1,3,0,5,2,2,4,3,5,0,0,0,4,2,6,5,9,0
24598,4,48,197702,10,0,40,0,0,0,0,1,0,1,1,1,1,1,2,2,3,1,3,4,0,6,6,6,6,6,1,8,4,4,3,7
32620,4,26,98114,9,0,40,0,0,0,0,0,0,1,2,1,1,3,2,1,4,0,4,0,6,1,3,2,7,7,3,0,0,1,5,2
38335,4,46,273796,9,0,65,1,0,1,1,1,1,1,1,3,1,1,0,0,3,3,0,0,5,4,5,1,1,3,2,6,7,8,1,6
22332,4,21,270043,10,0,16,0,0,0,0,0,1,0,2,0,0,0,1,1,2,5,1,5,4,2,4,5,3,1,8,3,2,0,6,3
41285,4,29,160731,14,0,50,0,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,0,2,2,4,7,3,5,2,4
850,4,61,99784,14,0,40,1,0,0,1,1,1,2,0,0,2,2,1,4,1,2,5,3,1,5,2,5,2,2,8,7,8,9,4,1
17079,4,48,40666,7,0,60,0,0,1,1,1,1,1,1,3,1,1,0,0,3,3,0,0,3,4,5,3,1,3,5,6,7,8,1,6
33943,0,34,303129,9,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,4,4,1
17758,4,25,194352,13,0,44,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,3,4,2,4
43547,4,79,187492,9,0,7,0,0,1,0,1,1,1,1,3,0,1,0,2,3,3,3,4,3,6,1,3,6,5,5,5,1,8,7,1
41865,4,20,95989,10,0,35,0,0,0,0,0,0,0,2,1,0,3,1,1,2,5,4,5,4,1,3,0,7,7,4,0,0,5,5,2
39565,1,56,91251,9,0,20,0,0,1,0,1,1,1,1,0,1,1,4,0,3,2,3,4,1,0,5,7,5,5,6,4,1,3,4,1
36511,4,59,172618,6,0,50,0,0,1,0,1,1,1,1,0,1,1,4,2,3,2,3,4,5,4,1,1,4,5,2,1,1,3,0,5
14200,4,69,141181,3,1797,40,0,0,1,0,1,1,1,1,3,1,1,0,2,3,3,3,4,3,4,1,3,4,5,5,1,1,2,0,5
11401,4,26,330263,9,0,40,0,0,0,0,0,0,0,2,1,3,0,2,3,0,1,2,2,0,3,5,6,0,0,1,2,6,4,9,0
43439,4,31,229732,9,0,50,0,0,0,0,0,0,1,1,1,1,1,1,0,0,5,0,0,4,0,5,0,1,3,4,6,7,5,1,6
25789,4,53,53812,10,0,54,0,0,0,1,1,1,1,1,0,1,1,1,0,3,2,0,0,1,4,1,5,1,3,8,8,7,9,3,6
15908,4,24,82847,9,0,50,1,0,0,0,0,1,1,1,0,1,3,1,0,4,5,4,0,4,1,3,5,1,7,8,6,7,0,5,6
314,4,22,199698,10,0,15,0,0,0,0,0,0,0,2,1,0,0,2,1,2,1,1,5,0,2,4,6,3,1,1,3,2,5,6,3
40261,4,35,65876,11,0,42,1,0,0,0,1,0,1,1,1,1,3,1,0,4,5,4,0,4,1,3,0,7,7,4,0,0,5,5,2
21092,4,27,197905,10,0,40,0,0,0,0,0,0,0,2,1,3,3,2,1,4,1,4,1,0,1,0,6,7,4,1,0,5,4,8,9
17926,2,47,166181,10,0,48,1,0,0,0,1,0,1,1,1,1,1,1,0,3,5,3,4,4,0,5,0,5,5,4,4,1,5,4,1
26079,2,19,195282,9,0,20,0,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,5,4,1
30026,4,23,444554,9,0,50,0,0,1,0,1,1,0,2,0,3,0,4,3,0,2,2,2,5,3,5,7,0,0,2,2,6,3,9,0
24631,2,59,121865,9,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,0,3,4,6,0,5,2,5,5,3,4,1,1,4,1
1226,4,36,354078,13,0,60,1,0,1,1,1,1,2,0,0,3,2,4,3,0,2,5,2,1,5,5,7,0,3,6,2,6,3,9,1
40207,4,36,172425,9,0,40,1,0,0,0,0,0,1,1,1,1,3,2,0,4,0,4,1,6,1,6,2,7,6,3,0,4,1,8,8
41857,4,46,102869,9,0,40,1,0,0,0,1,0,1,1,1,1,1,2,0,3,0,3,4,6,6,1,2,6,5,3,8,1,1,3,7
19443,4,47,167787,9,0,40,0,0,0,0,1,0,1,1,1,1,1,2,2,3,0,3,4,6,6,1,2,6,5,3,8,1,1,3,7
30068,4,29,375482,13,0,50,0,0,1,1,1,1,2,0,0,3,0,4,3,0,2,2,2,1,3,5,7,0,0,6,2,6,3,9,0
29198,4,60,188650,3,0,40,1,0,1,0,1,1,1,1,0,1,1,4,2,3,2,3,4,5,4,1,7,4,5,2,1,1,3,0,5
35937,4,81,176500,8,0,30,0,0,1,0,1,2,1,1,3,0,1,0,2,3,3,3,4,3,6,1,3,6,5,5,5,1,2,7,7
16541,4,45,285335,4,0,10,0,0,1,0,0,2,1,1,2,0,0,3,2,3,4,3,4,2,4,5,4,4,5,0,1,1,6,0,5
11024,4,19,344414,10,0,40,0,0,0,0,0,0,0,2,1,3,0,1,3,0,5,2,2,4,3,5,0,0,0,4,2,6,5,9,0
7949,4,28,214689,7,0,40,0,0,0,0,0,1,1,2,0,1,0,1,0,3,2,3,2,1,4,5,5,4,5,6,1,1,9,0,5
19590,2,38,260997,10,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,4,4,1
8478,4,38,227615,2,0,40,0,0,1,0,0,1,1,1,0,1,1,4,2,3,2,3,4,5,4,5,1,4,5,2,1,1,8,0,5
24876,4,42,213214,12,0,40,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,0,2,2,1,7,8,5,2,1
10398,4,37,114765,10,0,40,0,0,0,0,0,0,1,1,1,1,3,2,0,4,1,4,1,0,1,3,6,7,7,1,0,0,4,5,2
16239,4,33,168981,14,14084,50,1,0,1,1,1,2,2,0,3,2,2,0,4,1,3,3,3,3,0,2,3,5,2,5,4,8,2,4,1
10723,4,27,501172,3,0,40,0,0,1,0,0,2,0,2,2,3,0,3,3,0,4,2,2,2,3,5,4,4,0,0,1,6,6,0,5
19546,4,34,301591,9,0,35,0,0,0,0,0,0,0,2,1,3,0,1,3,0,5,2,2,4,3,5,0,0,0,4,2,6,5,9,0
28780,4,31,106437,15,0,60,1,0,1,1,1,1,2,0,0,2,2,4,4,1,2,5,3,5,5,2,1,2,2,2,7,8,8,2,1
38720,2,37,421633,11,0,40,0,0,0,0,1,1,1,1,0,1,1,1,0,3,2,3,4,1,0,5,5,5,5,8,4,1,9,4,1
20705,4,21,275291,10,0,12,0,0,0,0,0,1,0,2,0,0,0,1,1,2,2,1,5,1,2,4,5,3,1,8,3,2,9,6,3
12261,4,37,174308,9,0,40,0,0,0,0,0,0,1,1,1,1,3,2,0,4,0,4,1,6,1,6,2,7,6,3,0,4,1,8,8
3003,4,33,112584,10,0,25,0,0,0,0,0,1,0,2,0,0,1,1,1,2,5,1,5,1,2,4,5,3,1,8,3,2,9,6,3
33534,4,35,51700,9,0,40,0,0,0,0,0,0,1,1,1,1,3,2,0,4,1,4,0,0,1,3,6,7,7,1,0,0,4,5,2
34448,4,33,102270,9,0,30,0,0,0,0,0,1,1,2,0,0,3,1,1,2,5,4,5,1,1,4,5,7,1,8,4,1,9,5,1
11823,4,45,305739,10,0,40,0,0,0,0,1,0,0,1,1,3,0,2,3,0,1,2,2,0,3,5,6,0,0,1,2,6,4,9,0
17447,4,51,122288,10,0,36,0,0,0,0,1,0,1,1,1,1,1,1,2,3,5,3,4,4,6,1,0,6,5,4,8,1,5,3,7
7427,4,36,199739,9,7298,60,1,0,1,1,1,1,1,1,3,1,1,0,0,3,3,0,0,3,4,5,3,1,3,5,6,7,2,1,6
7568,4,32,170108,9,0,50,0,0,0,0,1,0,1,1,1,1,1,2,0,3,1,0,0,0,0,5,6,1,3,1,6,7,4,1,6
29065,4,42,248406,9,0,40,0,0,0,0,0,0,1,1,1,1,1,2,0,0,1,3,1,0,6,6,6,6,6,1,8,4,4,3,8
2098,4,52,266529,10,0,45,1,0,0,0,1,0,1,1,1,1,1,1,2,0,5,3,4,4,6,5,0,6,0,4,8,6,5,3,0
6699,4,25,120041,13,0,40,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,3,4,2,4
6067,4,42,180032,14,0,40,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,8,4,2,1
14625,4,40,341835,9,0,45,0,0,0,0,1,1,0,2,0,3,0,1,3,0,5,2,2,4,3,5,5,0,0,4,2,6,0,9,0
40316,4,42,27085,10,0,40,0,0,0,0,1,0,1,1,1,1,1,1,0,3,5,4,0,4,1,3,0,7,7,4,8,0,5,5,2
10153,4,39,112158,10,0,26,0,0,0,0,0,1,1,1,0,0,1,4,1,2,2,1,5,1,2,4,5,3,1,6,4,2,9,4,3
12498,4,39,143385,9,0,40,0,0,0,0,0,0,1,1,1,1,3,2,0,4,0,4,1,6,1,6,2,7,6,3,0,4,1,3,8
24994,4,39,50700,9,0,40,0,0,0,0,0,0,1,1,1,1,3,2,0,3,1,4,0,0,1,3,6,7,7,1,8,0,4,5,2
8763,4,24,32732,9,0,50,0,0,0,0,0,1,1,1,0,1,3,1,0,4,2,4,0,1,1,3,5,7,7,8,0,0,9,5,2
48079,4,59,190997,6,0,36,0,0,1,0,1,1,1,1,0,1,1,4,2,3,2,3,4,1,4,1,7,4,5,6,1,1,3,0,5
17394,4,19,37085,10,0,30,0,0,0,0,0,0,0,2,0,0,3,1,1,2,5,1,5,4,2,4,5,3,1,4,3,2,0,5,3
40898,4,33,327112,14,0,60,1,0,1,1,1,1,2,0,0,3,2,4,3,1,2,5,2,1,5,5,7,0,3,6,2,8,3,9,1
26263,4,68,194746,16,0,40,0,0,1,1,1,2,2,0,3,2,2,0,4,1,3,5,3,3,5,2,3,2,2,5,7,8,2,4,1
16437,2,40,391744,9,0,40,0,0,0,0,1,0,1,1,1,1,1,1,0,3,5,3,4,4,0,5,0,5,5,4,4,1,5,4,1
26419,4,17,52486,7,0,12,0,0,1,0,0,1,0,2,0,0,0,0,1,2,3,1,5,5,2,4,1,3,1,2,3,2,8,6,3
7212,4,27,233421,10,0,20,0,0,0,0,0,0,0,2,1,0,0,1,1,2,5,1,5,4,2,4,0,3,1,4,3,2,5,6,3
32790,4,73,151255,10,0,75,0,0,1,1,1,2,1,1,2,1,1,3,0,3,4,0,0,2,4,5,4,1,3,0,6,7,6,1,6
28868,4,26,195734,9,2354,40,0,0,0,0,0,0,0,2,1,1,3,2,1,4,1,4,1,0,1,0,6,7,4,1,0,5,5,8,9
11275,4,48,186539,10,0,40,0,0,0,0,1,0,1,1,1,1,1,2,2,3,1,3,4,0,6,6,6,6,6,1,8,4,4,3,7
16730,4,48,83444,11,0,43,1,0,0,1,1,0,1,1,1,1,1,1,0,3,5,3,4,4,6,1,0,6,5,4,8,1,5,3,7
16064,4,51,194097,9,0,40,0,0,0,0,1,0,1,1,1,1,1,2,2,3,0,3,4,6,6,1,2,6,5,3,8,1,1,3,7
13131,4,39,216552,14,0,40,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,8,4,2,1
44134,4,28,150025,10,0,40,0,0,0,0,0,0,1,2,1,1,3,2,1,4,1,4,1,0,1,0,6,7,7,1,0,0,4,8,2
43219,4,30,224462,7,0,50,0,0,1,0,0,1,1,1,0,1,1,4,0,3,2,0,0,1,4,5,7,5,3,6,6,7,3,1,6
949,4,44,325159,10,0,40,0,0,0,0,1,0,0,1,1,3,0,1,3,0,5,2,2,4,3,5,0,0,0,4,2,6,5,9,0
48264,1,18,86150,9,0,15,0,0,0,0,1,1,1,1,0,1,1,1,0,3,5,3,4,4,0,5,5,5,5,8,4,1,0,4,1
44047,4,50,69477,6,0,45,0,0,1,0,1,1,1,1,0,1,1,4,2,3,2,3,4,1,4,1,7,4,5,6,1,1,9,0,5
6536,4,26,177482,12,0,45,1,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,0,2,2,4,7,3,5,2,4
24114,4,66,140576,4,0,40,0,0,1,0,1,1,1,1,0,1,1,0,2,3,3,3,4,5,4,1,1,4,5,2,1,1,8,0,5
11832,4,47,328216,10,7298,40,1,0,1,0,1,1,1,1,3,3,1,0,3,0,3,2,2,3,3,5,3,0,0,5,2,6,2,9,0
18592,4,25,146117,10,0,42,0,0,0,0,0,0,1,2,1,1,3,2,1,4,1,4,0,0,1,0,6,7,4,1,0,0,4,5,2
28983,4,42,39060,9,0,60,1,0,1,1,1,1,1,1,0,1,1,4,0,3,2,0,0,1,4,5,7,1,3,6,6,7,3,1,6
26257,0,22,29444,8,0,50,0,0,1,0,1,1,1,1,0,1,1,4,0,3,2,3,4,1,0,5,7,5,5,6,4,1,3,4,1
30115,1,56,255386,10,0,40,0,0,0,0,1,0,1,1,1,1,1,1,0,3,5,3,4,4,0,5,0,5,5,4,4,1,5,4,1
34423,4,53,120914,7,0,40,0,0,1,0,1,1,1,1,0,1,1,4,2,3,2,3,4,1,6,1,7,4,5,6,8,1,9,3,5
21048,4,44,191982,10,0,10,0,0,1,0,0,1,0,1,0,0,0,4,1,2,2,1,5,5,2,4,1,3,1,2,3,2,8,6,3
25300,4,26,181666,12,0,40,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,3,4,2,4
22690,2,32,191731,10,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,4,4,1
29597,2,62,148113,6,0,40,0,0,1,0,1,1,1,1,0,1,1,4,0,3,2,3,4,1,0,5,7,5,5,6,4,1,3,4,1
47648,4,26,235520,13,0,40,1,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,3,4,2,4
19292,4,58,194733,12,0,40,1,0,0,1,1,1,2,0,0,2,1,1,4,3,5,5,4,4,5,2,5,5,5,8,4,8,0,4,1
20697,4,62,226733,9,0,40,1,0,0,0,1,0,1,1,1,1,1,2,2,3,1,3,4,0,6,1,6,6,5,1,8,1,4,3,7
24190,4,29,210464,5,0,40,0,0,0,0,0,1,1,1,0,1,1,1,2,3,2,3,2,1,4,5,5,4,5,8,1,1,9,0,5
2893,4,21,108670,9,0,40,0,0,0,0,0,0,1,2,1,1,3,2,1,4,0,4,0,6,1,3,2,7,7,3,0,0,1,5,2
24414,4,18,83451,9,0,30,0,0,0,0,0,1,0,2,0,0,3,1,1,2,5,1,5,4,2,4,5,3,1,8,3,2,0,6,3
24787,4,65,66360,7,6418,35,1,0,1,1,1,2,1,1,3,1,1,0,2,3,3,3,4,3,6,1,3,6,5,5,8,1,2,3,7
17555,4,62,168682,4,0,5,0,0,1,0,1,2,1,1,2,0,1,3,2,3,4,3,4,2,6,1,4,6,5,0,5,1,6,7,5
26747,4,26,192652,13,0,40,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,3,4,2,4
22049,2,21,206008,10,0,50,0,0,0,0,1,1,1,1,0,1,1,1,0,3,2,3,4,1,0,5,5,5,5,8,4,1,9,4,1
47535,4,49,181970,13,0,40,0,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,0,2,2,4,7,8,5,2,1
40961,4,42,165309,9,0,50,0,0,0,1,1,0,1,1,1,1,1,2,0,3,1,0,0,0,0,5,6,1,3,1,6,7,5,1,6
46182,4,61,149981,9,0,40,0,0,0,1,1,0,1,1,1,1,1,2,2,3,0,3,4,6,6,1,2,6,5,3,8,1,1,3,7
