,gender,age,fnlwgt,education_num,capital_gain,hours_per_week,GroundTruth,GroundTruth_DB,Scalable2,FairDEN2,FairSC_normalized2,FairSC2,Fairlet_MCF Fairlet2,Scalable3,FairDEN3,FairSC_normalized3,FairSC3,Fairlet_MCF Fairlet3,Scalable4,FairDEN4,FairSC_normalized4,FairSC4,Fairlet_MCF Fairlet4,Scalable5,FairDEN5,FairSC_normalized5,FairSC5,Fairlet_MCF Fairlet5,Scalable6,FairDEN6,FairSC_normalized6,FairSC6,Fairlet_MCF Fairlet6,Scalable7,FairDEN7,FairSC_normalized7,FairSC7,Fairlet_MCF Fairlet7,Scalable8,FairDEN8,FairSC_normalized8,FairSC8,Fairlet_MCF Fairlet8,Scalable9,FairDEN9,FairSC_normalized9,FairSC9,Fairlet_MCF Fairlet9,Scalable10,FairDEN10,FairSC_normalized10,FairSC10,Fairlet_MCF Fairlet10
33774,1,48,26502,9,0,40,0,-1,0,0,0,1,0,1,1,2,1,2,1,0,1,0,2,0,2,1,4,0,0,1,3,4,0,4,0,4,0,3,1,1,4,2,6,5,0,8,5,2,9,2,3,5,6
6428,1,33,342730,10,0,52,0,-1,1,1,0,1,0,0,0,2,1,2,2,1,0,2,2,4,4,4,3,0,5,2,4,1,0,5,2,6,2,3,0,0,3,0,6,4,2,0,1,2,3,9,4,3,6
32787,0,19,47235,10,0,20,0,-1,0,0,0,1,0,1,0,2,1,2,3,1,0,2,2,2,1,3,1,0,1,5,5,2,0,3,6,2,4,3,6,5,6,5,6,3,5,4,2,2,2,1,7,6,0
40291,0,32,51150,8,0,40,0,-1,1,0,0,1,0,1,1,2,1,2,1,0,0,0,2,0,1,1,3,0,2,1,4,4,0,3,0,4,3,3,6,1,7,7,6,3,0,7,7,2,7,2,8,1,0
43784,1,47,361390,6,4064,40,0,-1,1,1,0,1,0,2,2,2,1,2,0,3,0,2,2,4,3,1,3,0,3,0,0,0,0,5,4,1,2,3,0,4,3,0,6,8,1,2,1,2,6,4,4,3,0
46661,0,57,98466,9,0,16,0,-1,1,1,0,1,0,1,0,2,1,2,0,1,0,0,2,0,4,1,3,0,0,2,0,4,0,4,2,4,3,3,1,7,7,4,6,5,7,7,1,2,9,3,9,0,6
21416,0,37,299090,9,0,30,0,-1,1,1,0,1,0,0,0,2,1,2,2,1,0,2,2,4,4,4,3,0,5,2,4,1,0,5,2,6,2,3,0,0,3,0,7,0,2,3,1,2,3,9,4,3,0
30724,0,19,100009,9,0,40,0,-1,1,0,0,1,0,0,1,2,1,2,1,0,0,0,2,2,2,1,3,0,2,1,4,4,0,3,0,4,3,3,6,1,7,7,6,3,0,3,7,2,7,2,8,1,0
29594,1,42,126320,10,0,40,0,-1,0,0,0,1,0,1,1,2,1,2,1,0,1,0,2,0,2,1,4,0,2,4,3,4,0,6,1,4,0,3,6,1,0,2,6,0,8,8,5,2,9,7,3,8,0
24393,1,46,368561,13,0,55,1,-1,1,0,1,0,0,2,0,1,0,2,2,1,3,3,2,3,1,0,0,0,5,2,1,1,0,0,6,6,2,3,0,0,3,0,6,4,2,0,1,2,3,9,4,3,0
19166,0,50,425804,13,0,40,1,-1,1,1,0,1,0,2,0,2,1,2,0,1,0,0,2,4,4,4,3,0,5,2,4,1,0,0,2,6,6,3,0,7,5,6,6,4,7,5,3,2,3,3,4,3,6
15046,1,63,420629,11,0,45,0,-1,1,1,0,0,0,2,0,2,1,1,0,3,0,2,0,4,3,4,3,4,5,0,1,0,0,6,4,6,2,0,0,2,3,0,7,8,1,0,1,0,3,5,4,3,2
7817,1,41,116493,9,13550,44,1,-1,1,1,1,1,0,1,2,2,1,2,1,2,0,0,2,0,0,4,3,0,2,0,4,1,1,6,4,4,2,3,2,4,7,0,1,0,6,3,1,3,7,4,4,3,1
44106,0,21,231511,10,0,20,0,-1,1,0,0,1,0,0,1,2,1,2,3,0,0,2,2,2,2,3,1,0,1,1,5,2,0,5,0,2,4,3,3,1,6,5,6,7,0,4,2,2,2,2,7,6,0
33501,1,39,450770,9,0,40,0,-1,1,1,0,1,0,2,0,2,1,2,2,1,2,2,0,4,4,2,2,4,5,2,2,0,0,5,2,6,2,0,0,7,3,0,7,4,7,0,1,0,3,3,4,3,2
5215,1,54,392502,10,0,40,1,-1,1,1,0,1,0,2,0,2,1,2,0,1,0,2,2,4,4,4,3,0,5,2,4,0,0,5,2,6,2,3,0,7,3,0,6,8,7,0,1,2,3,3,4,3,6
2210,0,39,179352,10,0,35,0,-1,1,0,0,1,0,1,1,2,1,2,1,0,0,0,2,0,2,1,3,0,2,1,4,4,0,6,0,4,3,3,6,1,7,0,6,0,0,3,1,2,7,2,4,3,0
23278,0,46,75256,9,0,40,0,-1,1,0,0,1,0,1,1,2,1,2,1,0,0,0,2,0,2,4,3,0,2,1,4,4,0,4,0,4,3,3,1,1,7,4,6,5,0,7,1,2,9,2,9,0,6
25468,1,34,123270,9,0,40,1,-1,1,0,0,1,0,1,1,0,1,2,1,0,1,0,2,0,2,1,4,0,2,4,3,3,0,3,1,5,1,3,6,3,0,3,6,1,4,8,8,2,7,0,3,4,6
45847,1,19,146189,7,0,43,0,-1,1,0,0,1,0,0,1,0,2,2,2,0,2,1,2,2,1,2,2,0,2,5,2,0,0,3,6,5,1,3,4,5,0,3,6,7,5,8,8,2,8,1,3,4,0
19967,1,49,265295,9,0,40,0,-1,1,0,0,1,0,2,1,2,1,2,0,0,0,2,2,4,2,1,3,0,5,4,0,0,0,6,1,1,2,3,0,3,3,0,6,8,4,3,1,2,1,0,4,3,0
29905,1,33,183612,9,0,20,0,-1,1,0,0,1,0,0,0,0,2,2,3,1,2,1,2,2,1,2,2,0,1,2,2,0,0,3,6,5,1,3,3,0,0,3,6,3,2,0,8,2,2,9,5,4,0
41730,1,36,172571,9,0,45,0,-1,1,0,0,1,0,1,1,2,1,2,2,0,1,0,2,0,2,1,4,0,2,1,3,1,0,6,0,0,2,3,2,1,2,0,6,1,0,8,6,2,0,2,3,8,0
41380,0,19,216413,9,0,55,0,-1,1,0,0,1,0,0,0,2,1,2,2,1,0,0,2,2,1,4,3,0,3,2,4,4,0,1,6,6,2,3,3,0,3,7,2,7,2,3,7,2,8,9,8,3,0
5504,0,48,94461,9,0,16,0,-1,1,1,0,1,0,1,0,2,1,2,1,1,0,0,2,0,4,1,3,0,1,2,0,4,0,4,2,4,2,3,1,7,7,4,6,5,7,7,1,2,9,3,9,0,0
15000,1,37,42044,9,0,35,0,-1,0,0,0,1,0,1,1,0,1,2,1,0,1,0,2,0,1,1,4,0,2,1,3,3,0,3,0,5,1,3,6,5,0,3,6,3,0,8,8,2,7,2,3,4,0
48295,1,24,374763,7,0,40,0,-1,1,1,0,1,0,0,0,0,2,2,2,1,2,2,2,4,4,2,2,0,3,2,2,0,0,5,2,6,2,3,0,0,3,0,6,4,7,0,1,2,3,3,4,3,6
3221,1,53,135102,9,0,45,0,-1,1,0,0,1,0,1,1,2,1,2,0,0,1,0,2,0,2,1,3,0,0,1,0,4,4,4,0,1,0,3,1,1,4,2,6,5,0,2,5,2,1,2,0,5,6
18376,0,51,137253,9,0,40,1,-1,1,0,0,1,0,1,1,2,1,2,0,0,1,0,2,0,2,4,3,0,0,4,4,4,0,4,1,4,3,3,1,3,7,4,6,5,4,7,1,2,9,0,9,0,6
628,1,33,205469,10,0,40,1,-1,1,0,0,1,0,0,1,0,2,2,2,0,2,1,2,2,2,2,2,0,2,4,2,3,0,6,1,5,2,3,3,1,0,0,6,1,8,8,4,2,8,7,3,8,0
3222,1,25,113436,10,0,35,0,-1,0,0,0,1,0,1,1,0,2,2,1,0,2,1,0,2,2,2,4,4,2,1,2,3,0,3,0,5,1,2,6,1,0,3,7,3,0,8,8,5,7,2,3,4,0
41201,1,40,226902,13,0,40,1,-1,0,0,1,0,0,2,1,1,0,2,2,0,3,3,2,1,2,0,0,0,4,1,1,5,0,0,0,3,5,3,7,1,1,1,6,2,0,6,0,2,5,2,2,2,0
21047,0,19,106273,10,0,38,0,-1,0,0,0,1,0,0,1,2,1,2,1,0,0,0,2,2,2,1,3,0,2,4,4,4,0,3,1,4,3,3,6,1,7,7,6,3,8,3,7,2,7,7,8,1,0
19647,1,27,191129,10,0,40,0,-1,1,0,0,1,0,0,1,0,2,2,2,0,2,1,2,2,2,2,2,0,2,4,2,3,0,3,1,5,1,3,3,1,0,3,6,7,8,8,4,2,8,7,3,8,0
9743,1,57,298507,13,3103,40,1,-1,0,1,1,0,0,2,0,1,0,2,0,1,3,3,2,1,3,0,0,0,0,0,1,5,0,2,5,3,5,3,7,2,1,1,6,8,7,6,0,2,5,3,2,2,0
21272,0,57,173580,10,0,40,0,-1,1,0,0,1,0,2,1,2,1,2,0,0,0,0,2,1,2,4,3,0,0,4,4,4,0,4,1,4,3,3,1,1,7,4,6,5,8,7,1,2,1,7,9,0,6
45032,1,40,258589,14,0,80,0,-1,0,1,1,0,0,2,2,1,0,2,2,2,3,3,2,3,0,0,0,0,4,0,1,1,0,1,4,0,2,3,7,4,2,0,6,6,6,1,6,2,0,4,1,7,0
20066,1,42,196626,4,0,40,0,-1,1,1,0,1,0,1,0,0,1,2,1,1,1,2,2,4,4,1,3,0,3,2,0,0,4,6,2,1,0,3,5,7,4,2,6,0,7,2,1,2,6,3,0,5,8
31466,1,40,141649,11,0,40,1,-1,0,0,0,1,0,1,1,2,1,2,1,0,0,0,2,0,2,1,4,0,2,1,3,4,0,2,0,4,0,3,6,1,0,2,6,2,0,8,5,2,9,2,3,8,6
38056,0,28,181291,10,7688,40,1,-1,1,1,0,1,0,0,0,2,1,2,2,1,0,0,2,2,3,4,3,0,2,2,4,4,0,3,5,4,3,3,3,7,7,0,6,1,7,3,1,2,8,3,8,3,0
41969,0,35,193094,9,0,35,0,-1,1,0,0,1,0,0,1,2,1,2,1,0,0,0,2,2,2,1,3,0,2,1,4,4,0,6,0,4,3,3,3,1,7,0,6,1,0,3,1,2,7,2,8,3,0
6736,1,81,122651,10,0,15,0,-1,1,1,0,1,0,2,0,2,1,2,0,3,1,2,2,1,3,1,3,0,0,0,0,4,0,4,4,1,0,3,1,2,4,2,6,5,1,2,1,2,1,5,0,5,0
33237,1,39,41017,6,0,70,0,-1,1,1,0,1,0,1,2,2,1,2,1,2,1,0,2,0,0,1,3,0,3,0,3,1,4,1,4,0,2,3,2,4,2,0,2,6,6,1,6,8,0,4,1,7,0
16974,1,36,89508,10,0,50,0,-1,0,0,0,1,0,1,1,2,1,2,1,0,1,0,2,0,1,1,4,0,2,5,3,3,0,1,6,0,2,3,6,5,2,0,6,6,5,8,6,2,0,1,3,7,0
33700,0,24,103277,11,0,40,0,-1,0,0,0,1,0,1,1,2,1,2,1,0,0,0,2,2,2,4,3,0,2,1,4,4,0,3,0,4,3,3,6,1,7,7,6,3,0,3,7,2,7,2,8,1,6
15821,1,40,166662,15,15024,45,1,-1,0,1,1,0,0,1,2,2,1,1,1,2,0,0,2,3,0,4,3,0,4,0,4,1,0,2,4,4,2,0,7,4,7,0,2,2,6,3,1,8,5,4,4,3,2
29695,1,38,91039,14,0,65,1,-1,0,1,1,0,0,1,0,1,0,2,1,1,3,3,2,3,4,0,0,0,4,2,1,5,0,1,2,0,5,3,7,0,2,1,6,6,2,1,6,2,5,9,1,7,0
8690,1,67,127543,6,2414,80,0,-1,1,1,0,1,0,2,2,2,1,2,0,2,1,0,2,0,0,1,3,0,0,3,3,1,0,1,4,0,2,3,5,4,2,0,6,6,6,1,6,2,6,4,1,7,6
9025,1,27,132686,8,0,50,0,-1,1,0,0,1,0,1,0,2,1,2,1,1,1,0,2,2,1,1,4,0,2,5,3,3,0,3,6,0,2,3,2,0,2,0,6,1,2,8,6,2,7,9,3,7,0
2182,1,41,438696,14,0,5,1,-1,1,1,0,1,0,2,2,0,2,2,3,2,2,2,2,1,0,2,2,0,5,3,2,0,4,0,3,6,2,3,0,6,3,0,6,4,3,0,1,2,3,8,4,3,6
27291,1,25,114483,10,0,50,0,-1,0,0,0,1,0,1,0,2,1,2,1,1,1,0,2,2,1,1,4,0,2,5,3,3,0,3,6,0,2,3,6,5,2,0,6,1,5,8,6,2,7,1,3,7,0
11708,1,33,167309,13,0,40,0,-1,0,0,1,0,0,1,1,1,0,2,1,0,3,3,2,3,2,0,0,0,4,1,1,5,0,0,0,3,5,3,7,1,1,1,6,2,0,6,0,2,4,2,2,2,0
26089,1,28,55360,10,0,50,0,-1,0,0,0,1,0,1,0,2,1,2,1,1,1,0,2,0,1,1,4,0,2,5,3,3,0,3,6,0,2,3,6,5,2,0,6,3,5,8,6,2,7,1,3,7,0
9961,0,18,192409,8,0,25,0,-1,1,0,0,1,0,0,0,2,1,2,3,1,0,2,2,2,1,3,1,0,1,5,5,2,0,3,6,2,4,3,4,5,6,5,6,7,5,4,2,5,2,1,7,6,0
11062,1,40,277647,13,0,40,1,-1,0,0,1,0,0,2,1,1,0,2,2,0,3,3,2,1,1,0,0,0,4,1,1,5,0,0,0,3,5,3,7,1,1,1,6,2,0,6,0,2,3,2,2,2,6
9613,1,46,330087,13,0,55,1,-1,0,0,1,0,0,2,0,1,0,2,2,1,3,3,2,3,1,0,0,0,4,2,1,5,0,2,6,6,2,3,0,0,3,0,6,8,2,6,1,2,3,9,4,3,0
17786,1,20,283969,10,0,15,0,-1,1,0,0,1,0,0,0,0,2,2,3,1,2,1,2,2,1,2,2,4,1,5,2,0,0,5,6,5,1,2,3,0,0,3,7,7,2,0,8,5,2,9,5,4,0
8899,0,36,66173,13,0,50,0,-1,0,0,0,1,0,1,1,2,1,2,1,1,0,0,2,3,1,4,3,0,4,5,4,1,0,2,6,6,6,3,7,5,5,6,6,2,5,5,3,2,4,1,6,9,0
15868,1,21,103205,9,0,40,0,-1,1,0,0,1,0,1,1,0,2,2,1,0,2,1,2,2,2,2,4,0,2,4,2,3,0,3,1,5,1,3,6,3,0,3,6,3,4,8,8,2,7,0,3,4,0
10803,1,21,201603,9,2176,40,0,-1,1,0,0,1,0,0,1,0,2,2,2,0,2,1,2,2,1,2,2,0,2,5,2,3,0,3,0,5,1,3,3,5,0,3,6,7,5,8,4,2,8,1,3,8,0
25263,1,39,120074,9,0,40,0,-1,1,0,0,1,0,1,1,0,1,2,1,0,1,0,2,0,2,1,4,0,2,4,3,3,0,3,1,5,1,3,6,3,0,3,7,1,4,8,5,2,7,0,3,8,6
16723,1,64,59145,16,0,60,1,-1,0,1,1,0,0,1,2,1,0,2,0,2,3,3,2,1,0,0,0,0,4,0,1,5,0,2,4,3,5,3,7,4,1,1,6,2,6,6,0,2,5,4,2,2,6
34111,0,23,202416,9,0,30,0,-1,1,0,0,1,0,0,1,2,1,2,3,0,0,2,2,2,1,3,1,0,1,1,5,2,0,3,0,2,4,3,3,1,6,5,6,7,0,3,2,2,8,2,8,6,0
35425,1,50,134680,9,0,40,0,-1,1,0,0,1,0,1,1,2,1,2,0,0,1,0,2,0,2,1,3,0,0,4,0,4,0,4,1,1,0,3,1,3,4,2,6,5,4,2,5,2,9,0,0,5,6
44767,1,18,150675,6,0,40,0,-1,1,0,0,1,0,0,0,0,2,2,2,1,2,1,2,2,1,2,2,0,3,5,2,0,0,3,6,5,1,3,4,5,0,3,6,7,2,0,8,2,8,9,5,4,0
33454,1,20,316702,10,0,40,0,-1,1,0,0,1,0,0,1,0,2,2,2,0,2,2,2,2,1,2,2,0,5,1,2,0,0,5,0,6,2,3,3,5,3,0,6,7,5,0,1,2,3,1,4,3,0
29254,0,67,53588,9,0,40,0,-1,1,0,0,1,0,1,0,2,1,2,0,1,1,0,2,0,1,4,3,0,0,5,4,4,0,4,6,4,3,3,1,5,7,4,6,5,2,7,1,2,9,9,9,0,0
15980,0,24,182163,7,0,40,0,-1,1,0,0,1,0,0,1,2,1,2,2,0,0,0,2,2,1,1,3,0,3,1,0,4,0,3,0,4,3,3,4,5,7,7,6,7,5,3,7,2,8,2,8,1,0
1901,0,65,27012,4,0,50,0,-1,1,1,0,1,0,1,0,2,1,2,0,3,1,0,2,0,3,1,3,0,0,0,0,4,0,4,5,4,3,3,5,2,7,4,6,5,1,7,1,2,6,5,9,0,6
36260,1,20,216672,10,0,30,0,-1,1,0,0,1,0,0,1,0,2,2,3,0,2,1,2,2,2,2,2,0,1,1,2,0,0,5,0,5,1,3,3,1,0,3,6,7,0,0,8,2,2,2,5,4,6
3016,1,40,184378,13,0,40,0,-1,0,0,1,0,0,1,1,1,0,2,1,0,3,3,2,1,2,0,0,0,4,1,1,5,0,2,0,3,5,3,7,1,1,1,6,2,0,6,0,2,5,2,2,2,0
31691,1,26,154571,10,0,45,1,-1,0,0,0,1,0,0,1,0,2,2,2,0,0,1,2,2,2,2,4,0,2,1,3,3,0,3,0,5,1,3,6,1,0,3,6,1,0,8,4,2,7,2,3,8,0
6658,0,31,37546,13,0,35,1,-1,0,0,0,1,0,1,0,2,1,2,1,1,0,0,2,0,1,4,3,0,4,5,4,1,0,2,6,6,6,3,6,0,5,6,6,2,2,5,3,2,4,9,6,9,0
14948,1,30,167476,10,0,60,0,-1,1,0,1,1,0,0,0,2,1,2,2,1,1,0,2,3,1,1,3,0,3,5,3,1,0,1,6,0,2,3,2,5,2,0,6,6,5,1,6,2,0,1,1,7,0
42258,1,66,366425,9,0,40,0,-1,1,1,0,1,0,2,0,2,1,2,0,3,0,2,2,4,3,1,3,0,0,0,0,4,0,6,5,1,0,3,0,2,4,2,6,8,1,2,1,8,1,5,0,5,0
38822,1,34,152109,9,0,40,0,-1,1,0,0,1,0,1,1,0,2,2,1,0,0,1,2,0,2,1,4,0,2,4,3,3,0,3,1,5,1,3,6,3,0,3,6,1,4,8,4,2,7,0,3,8,0
22513,1,53,284329,14,0,50,1,-1,0,1,1,0,0,2,0,1,0,2,0,1,3,3,2,1,4,0,0,0,4,2,1,5,0,2,2,3,5,3,7,0,1,1,6,8,7,6,0,2,5,3,2,2,6
35702,1,30,133250,10,0,50,0,-1,0,0,0,1,0,1,1,2,1,2,1,0,1,0,2,2,1,1,4,0,2,5,3,3,0,3,0,0,2,3,6,5,2,0,6,6,5,8,6,2,0,1,3,7,6
39774,0,31,192039,12,0,40,0,-1,0,0,0,1,0,0,1,2,1,2,2,0,0,0,2,3,2,4,3,0,4,1,4,1,0,0,0,6,6,3,3,1,5,6,6,2,0,5,3,2,4,2,6,9,0
10477,1,27,200733,9,0,55,0,-1,1,0,0,1,0,0,0,2,1,2,2,1,1,0,2,2,1,1,3,0,3,5,3,1,0,1,6,0,2,3,2,5,2,0,6,6,5,1,6,2,0,1,1,7,0
24128,1,56,238806,4,0,26,0,-1,1,1,0,1,0,2,0,0,1,2,0,3,1,2,3,4,3,1,3,3,0,0,0,4,3,6,5,1,0,4,5,2,4,2,3,0,1,2,1,2,6,5,0,5,7
14493,0,17,73145,5,0,16,0,-1,1,1,0,1,0,1,0,2,1,2,3,1,0,2,2,2,4,3,1,0,1,2,5,2,0,3,5,2,4,3,4,7,6,5,6,3,7,4,2,2,2,3,7,6,6
23014,1,26,456618,9,0,40,0,-1,1,0,0,1,0,0,0,2,1,2,2,1,2,2,2,4,1,2,2,0,5,5,2,0,0,5,6,6,2,3,0,0,3,0,6,4,2,0,1,2,3,9,4,3,0
24636,1,54,288992,6,14344,68,1,-1,1,1,1,1,0,2,2,2,1,2,0,2,0,0,2,4,0,4,3,0,3,3,4,1,0,1,3,4,2,3,2,6,7,0,6,6,3,3,1,2,6,6,4,7,0
32992,1,48,67716,14,7688,50,1,-1,0,1,1,0,0,1,2,2,0,2,1,2,0,3,2,3,3,4,0,0,4,0,4,5,1,2,4,4,5,3,7,4,7,1,6,2,6,3,0,3,5,4,2,2,6
36010,1,40,192878,9,0,40,0,-1,1,0,0,1,0,1,1,0,1,2,1,0,1,2,2,4,2,1,3,4,2,4,3,4,0,6,1,4,2,3,2,3,0,0,7,0,4,3,4,2,0,0,3,8,0
385,0,23,396099,9,0,25,0,-1,1,1,0,1,0,0,0,2,1,2,3,1,0,2,2,4,4,3,1,0,5,2,5,2,0,5,2,2,4,3,0,0,3,5,6,4,2,3,2,2,3,9,4,3,0
36941,0,52,92469,10,0,32,0,-1,0,0,0,1,0,1,0,2,1,2,0,1,0,0,2,0,1,4,3,0,0,5,4,4,0,4,6,4,3,3,1,0,7,4,6,5,2,7,1,2,9,9,9,0,6
14365,1,64,134378,14,0,50,1,-1,0,1,1,0,0,2,0,1,0,2,0,1,3,3,2,1,3,0,0,0,0,2,1,5,0,2,5,3,5,3,7,7,1,1,6,2,7,6,0,2,5,3,2,2,0
32741,1,24,302195,13,0,45,0,-1,0,0,1,0,0,0,0,1,0,2,2,1,3,3,2,3,1,0,0,0,5,5,1,5,0,0,6,3,5,3,3,5,1,1,6,4,5,6,0,2,3,1,2,2,0
3707,0,41,343079,13,0,20,0,-1,0,1,0,1,0,2,2,2,1,2,3,3,0,0,2,1,3,4,3,0,5,0,4,1,0,0,4,6,6,3,0,2,5,6,6,4,1,5,3,2,3,5,4,3,0
11904,1,25,335005,10,3137,40,0,-1,1,0,0,1,0,0,0,0,2,2,2,1,2,2,2,2,4,2,2,0,5,2,2,0,0,5,2,6,2,3,0,0,3,0,6,4,2,0,1,2,3,9,4,3,0
19577,1,36,184655,9,0,48,0,-1,1,0,0,1,0,1,1,2,1,2,2,0,1,0,2,2,2,1,3,0,2,1,3,1,0,6,0,0,2,3,2,1,2,0,6,1,0,1,6,2,0,7,3,7,6
13179,1,22,60331,10,0,35,0,-1,0,0,0,1,0,1,1,0,2,2,1,0,2,1,2,2,1,2,4,0,2,5,2,3,0,3,6,5,1,3,6,5,0,3,6,3,5,8,8,2,7,1,3,4,0
18804,1,26,162312,10,0,20,0,-1,1,0,0,1,0,0,1,0,2,2,3,0,2,1,2,2,1,2,2,0,1,5,2,0,0,3,0,5,1,3,6,5,0,3,6,3,5,0,8,2,2,1,5,4,6
41782,0,20,227594,9,0,40,0,-1,1,0,0,1,0,0,1,2,1,2,2,0,0,2,2,2,2,1,1,0,2,4,4,4,0,5,1,6,2,3,3,1,3,7,6,7,8,3,7,2,8,7,8,1,6
9532,0,47,119199,10,0,35,1,-1,0,0,0,1,0,1,1,2,1,2,1,0,0,0,2,0,1,4,3,0,0,5,4,4,0,4,0,4,3,3,1,5,7,4,6,0,5,7,1,2,9,1,9,0,6
4867,1,42,174216,15,0,38,1,-1,0,0,1,0,0,1,1,1,0,2,1,0,3,3,2,1,1,0,0,0,4,5,1,5,0,2,0,3,5,2,7,5,1,1,6,2,5,6,0,2,5,1,2,2,6
8790,1,47,246396,9,0,40,0,-1,1,0,0,1,0,2,1,2,1,2,0,0,0,2,2,4,2,1,3,0,5,4,0,0,0,6,1,1,0,3,2,3,3,2,6,0,4,3,5,2,1,0,4,8,0
31651,1,49,94342,13,0,60,0,-1,0,1,1,0,0,1,0,1,0,2,1,1,3,3,2,3,4,0,0,0,4,2,1,5,0,2,2,3,5,3,7,0,1,1,6,6,7,6,0,2,5,3,2,2,6
35521,1,18,217302,9,0,30,0,-1,1,0,0,1,0,0,1,0,2,2,3,0,2,1,2,2,2,2,2,0,1,1,2,0,0,5,0,5,1,3,3,1,0,3,6,7,0,0,8,2,8,2,5,4,0
28980,1,25,181772,10,0,40,0,-1,1,0,0,1,0,0,1,0,2,2,2,0,2,1,2,2,2,2,4,0,2,4,2,3,0,3,1,5,1,3,3,1,0,3,6,7,8,8,4,2,8,7,3,8,0
30503,0,40,163342,9,0,70,0,-1,1,1,0,1,0,1,0,2,1,1,2,1,0,0,2,3,4,4,3,0,3,2,4,4,1,1,2,4,3,3,2,7,7,0,4,6,7,3,1,2,0,3,8,3,3
21898,1,69,200560,13,0,20,0,-1,0,1,1,0,0,2,0,2,1,2,0,1,0,2,2,1,3,1,3,0,0,2,0,4,0,4,5,1,0,3,1,7,4,2,6,5,7,2,1,2,1,3,0,5,0
23588,1,25,245628,10,0,15,0,-1,1,0,0,1,0,0,1,0,2,2,3,0,2,1,2,2,1,2,2,4,1,5,2,0,0,5,0,5,1,2,3,5,0,3,7,7,5,0,8,5,2,1,5,4,0
1414,1,52,173839,6,0,60,0,-1,1,1,0,1,0,2,0,2,1,2,0,3,1,0,2,4,3,1,3,0,3,0,3,1,0,1,5,0,2,3,5,2,2,0,6,6,1,1,6,2,6,5,1,7,0
26163,1,28,145284,9,0,70,0,-1,1,1,1,1,0,1,0,1,1,2,2,1,1,0,2,3,4,1,3,0,3,2,3,1,0,1,2,0,2,3,2,7,2,0,6,6,7,1,6,2,0,3,1,7,0
2493,1,18,415520,7,0,20,0,-1,1,1,0,1,0,0,0,0,2,2,3,3,2,2,2,2,3,2,2,4,1,0,2,0,0,5,5,6,1,0,3,2,3,3,7,4,1,0,1,2,2,5,5,4,0
45309,1,50,270221,10,0,43,1,-1,1,0,0,1,0,2,1,2,1,2,0,0,0,2,2,4,1,1,3,0,5,5,0,0,0,6,0,1,2,3,0,5,3,0,6,8,5,3,1,2,1,1,4,3,0
23272,1,39,186130,15,0,55,1,-1,0,0,1,0,0,1,0,1,0,2,2,1,3,3,2,3,1,0,0,0,4,2,1,5,0,2,6,3,5,2,7,0,1,1,6,2,2,6,0,2,5,9,2,2,6
30350,1,59,50929,10,0,60,1,-1,0,1,1,1,0,1,0,2,1,2,0,3,1,0,2,0,3,1,3,0,0,0,3,4,0,4,5,0,0,3,1,2,2,0,6,6,1,1,6,2,9,5,1,7,6
47657,0,65,109221,4,0,60,0,-1,1,1,0,1,0,2,2,2,1,2,0,3,1,0,2,0,3,1,3,0,0,0,0,4,4,4,4,4,3,3,5,4,7,4,6,5,6,7,1,2,6,4,9,0,8
20912,1,53,84278,13,0,48,1,-1,0,0,1,0,0,1,0,1,0,2,0,1,3,3,2,1,1,0,0,0,0,5,1,5,0,2,6,3,5,3,7,5,1,1,6,2,2,6,0,2,5,9,2,2,0
16253,0,52,43909,9,0,40,0,-1,1,0,0,1,0,1,1,2,1,2,1,0,1,0,2,0,2,4,3,0,0,1,4,4,0,4,0,4,3,3,1,1,7,4,6,5,0,7,1,2,9,2,9,0,0
27817,0,35,98986,4,0,30,0,-1,1,1,0,1,0,1,0,2,1,2,1,3,1,0,2,0,3,1,3,0,2,0,0,4,0,3,5,4,3,3,4,2,7,4,6,3,1,7,1,2,7,5,8,0,0
33369,0,18,185522,9,0,33,0,-1,1,0,0,1,0,0,1,2,1,2,3,0,0,2,2,2,1,3,1,0,1,1,5,2,0,3,0,2,4,3,3,1,6,7,6,7,0,3,7,5,8,2,8,1,0
25837,1,64,125684,9,0,40,0,-1,1,0,0,1,0,2,1,2,1,2,0,0,1,2,2,0,2,1,3,0,0,1,0,4,0,4,0,1,0,3,1,1,4,2,6,5,0,2,5,2,1,2,0,5,6
39541,1,33,488720,3,0,40,0,-1,1,1,0,1,0,2,2,0,1,2,2,2,2,2,2,4,0,2,2,0,3,3,2,0,0,5,4,6,2,3,0,4,3,0,6,4,6,0,1,2,3,4,4,3,0
24449,1,32,209317,9,0,40,0,1,1,0,0,1,0,0,1,0,2,2,2,0,2,1,3,2,2,2,2,3,2,4,2,3,5,6,1,5,2,6,3,3,0,0,5,1,4,8,4,7,8,0,3,8,9
32457,1,36,182863,9,0,60,1,-1,1,0,1,1,0,1,1,2,1,2,2,0,1,0,2,3,1,1,3,0,3,1,3,1,1,1,0,0,2,3,2,1,2,0,2,6,0,1,6,2,0,2,1,7,6
29890,1,28,407043,9,0,40,0,-1,1,0,0,1,0,0,1,0,2,2,2,0,2,2,2,4,1,2,2,0,5,5,2,0,0,5,6,6,2,3,0,5,3,0,6,4,5,0,1,2,3,1,4,3,0
