,black,population,householdsize,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWSocSec,pctWRetire,medFamInc,perCapInc,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,LandArea,PopDens,PctUsePubTrans,LemasPctOfficDrugUn,GroundTruth,GroundTruth_DB,FairDEN,Scalable,FairSC_normalized,FairSC
1774,1,0.0,0.34,0.62,0.62,0.56,0.6,0.0,0.0,0.05,0.2,0.85,0.65,0.45,0.1,0.14,0.49,0.54,0.38,0.71,0.22,0.3,0.65,0.49,0.39,0.55,0.45,0.63,0.63,0.37,0.48,0.46,0.45,0.43,0.55,0.38,0.14,0.12,0.3,0.29,0.35,0.42,0.14,0.6,0.0,0.04,0.44,0.44,0.19,0.65,0.54,0.94,0.39,0.03,0.04,0.05,0.06,0.09,0.07,0.11,0.72,0.42,0.29,0.0,0.05,0.06,0.0,0.0,0,-1,0,1,0,0
1775,0,0.01,0.28,0.32,0.35,0.23,0.82,0.0,0.0,0.14,0.24,0.35,0.82,0.71,0.15,0.22,0.42,0.59,0.2,0.5,0.24,0.24,0.5,0.41,0.3,0.68,0.28,0.66,0.7,0.31,0.28,0.27,0.16,0.13,0.49,0.59,0.2,0.17,0.28,0.17,0.46,0.4,0.19,0.7,0.0,0.05,0.43,0.48,0.51,0.35,0.67,0.6,0.18,0.09,0.09,0.1,0.14,0.19,0.2,0.21,0.45,0.29,0.19,0.03,0.02,0.14,0.04,0.0,1,-1,0,1,0,0
1776,1,0.0,0.72,0.46,0.41,0.23,0.25,0.02,1.0,0.54,0.8,0.24,0.31,0.39,0.48,0.38,0.21,0.24,0.23,0.16,0.67,0.54,0.38,0.41,0.32,0.21,0.28,0.21,0.22,0.67,0.9,0.91,0.86,0.82,0.46,0.51,0.27,0.31,0.73,0.75,0.34,0.94,0.08,0.1,0.5,0.0,0.98,0.9,0.16,0.37,0.71,0.16,0.0,0.2,0.19,0.18,0.37,0.33,0.32,0.3,0.42,0.15,0.29,0.0,0.01,0.16,0.21,0.0,0,-1,0,0,0,0
1777,0,0.4,0.58,0.63,0.8,0.7,0.33,0.41,1.0,0.2,0.57,0.14,0.42,0.57,0.19,0.22,0.3,0.47,0.26,0.37,0.56,0.21,0.43,0.4,0.34,0.57,0.78,0.65,0.62,0.49,0.39,0.35,0.49,0.26,0.38,0.35,0.32,0.27,0.43,0.41,0.48,0.27,0.24,0.64,0.0,0.49,0.61,0.3,0.3,0.38,0.4,0.63,0.2,0.16,0.14,0.15,0.27,0.29,0.31,0.3,0.62,0.59,0.47,0.15,0.15,0.41,0.31,0.79,0,-1,1,1,0,0
1778,1,0.14,0.92,0.5,0.59,0.39,0.26,0.15,1.0,0.44,0.69,0.06,0.36,0.38,0.39,0.22,0.56,0.62,0.14,0.41,0.49,0.65,0.22,0.65,0.22,0.45,0.55,0.51,0.49,0.95,0.65,0.52,0.73,0.67,0.47,0.41,0.99,1.0,0.95,0.92,0.94,0.56,1.0,0.56,0.0,0.05,0.89,0.58,0.31,0.19,0.38,0.18,0.18,0.44,0.42,0.37,0.64,0.63,0.73,0.64,0.61,0.63,0.17,0.05,0.03,0.81,0.13,0.0,0,-1,1,1,1,1
1779,0,0.01,0.59,1.0,1.0,1.0,0.29,0.03,1.0,0.32,0.69,0.07,0.36,0.36,0.38,0.27,0.22,0.32,0.51,0.34,0.56,0.25,0.6,0.34,0.41,0.39,1.0,0.38,0.4,0.4,0.29,0.31,0.45,0.05,0.79,0.76,0.28,0.22,0.34,0.45,0.33,0.25,0.18,0.63,0.0,0.02,0.8,0.24,0.44,0.41,0.0,0.16,0.22,0.26,0.27,0.28,0.44,0.43,0.49,0.44,0.4,0.46,0.33,0.0,0.0,0.82,0.13,0.0,0,-1,1,1,0,0
1780,1,0.09,0.44,0.33,0.39,0.23,0.59,0.11,1.0,0.45,0.45,0.13,0.63,0.73,0.45,0.39,0.19,0.34,0.25,0.33,0.46,0.26,0.37,0.34,0.36,0.27,0.31,0.3,0.3,0.47,0.81,0.83,0.87,0.75,0.37,0.41,0.19,0.2,0.49,0.47,0.45,0.82,0.06,0.48,0.5,0.21,0.43,0.82,0.05,0.77,0.69,0.04,0.09,0.32,0.32,0.31,0.62,0.59,0.66,0.65,0.85,0.73,1.0,0.01,0.07,0.21,0.1,0.0,0,-1,0,0,0,0
1781,1,0.0,0.4,1.0,1.0,1.0,0.31,0.0,0.0,0.05,0.6,0.49,0.34,0.36,0.16,0.11,0.17,0.28,0.48,0.53,0.29,0.07,0.79,0.38,0.35,0.3,1.0,0.35,0.34,0.31,0.46,0.54,0.71,0.42,0.47,0.45,0.14,0.08,0.18,0.31,0.18,0.22,0.12,0.74,0.0,0.01,0.84,0.2,0.2,0.48,0.48,0.17,0.37,0.09,0.09,0.08,0.16,0.17,0.17,0.15,0.97,0.28,0.42,0.0,0.01,0.21,0.01,0.0,0,-1,1,1,0,0
1782,1,0.05,0.46,0.32,0.4,0.24,0.43,0.06,0.86,0.51,0.67,0.14,0.44,0.57,0.52,0.45,0.28,0.33,0.35,0.24,0.64,0.54,0.41,0.38,0.43,0.37,0.35,0.35,0.38,0.48,0.81,0.82,0.86,0.77,0.56,0.7,0.17,0.17,0.47,0.54,0.29,0.72,0.06,0.46,0.5,0.04,0.82,0.67,0.1,0.41,0.42,0.06,0.13,0.45,0.43,0.41,0.44,0.49,0.53,0.53,0.41,0.54,0.53,0.01,0.11,0.09,0.03,0.0,0,1,0,0,0,0
1783,0,0.02,0.56,1.0,1.0,1.0,0.34,0.0,0.0,0.1,0.44,0.61,0.41,0.34,0.2,0.15,0.3,0.36,0.55,0.73,0.19,0.2,0.9,0.27,0.56,0.21,1.0,0.32,0.28,0.47,0.45,0.41,0.59,0.49,0.58,0.53,0.28,0.21,0.35,0.42,0.32,0.4,0.16,0.55,0.0,0.04,0.61,0.38,0.32,0.53,0.6,0.5,0.28,0.09,0.1,0.12,0.13,0.17,0.18,0.17,0.85,0.31,0.29,0.0,0.05,0.1,0.02,0.0,0,-1,1,1,0,0
1784,0,0.04,0.69,0.49,0.4,0.24,0.09,0.06,1.0,0.66,0.91,0.41,0.11,0.21,0.6,0.47,0.1,0.11,0.65,0.16,0.81,0.24,0.53,0.15,0.68,0.3,0.26,0.42,0.38,0.65,0.79,0.8,0.89,0.66,0.83,0.8,0.28,0.32,0.75,0.7,0.84,0.8,0.17,0.05,0.5,0.04,0.75,0.82,0.09,0.51,0.81,0.03,0.22,0.16,0.16,0.18,0.54,0.51,0.54,0.64,0.27,0.48,0.32,0.0,0.07,0.13,0.06,0.0,0,-1,0,0,0,0
1785,1,0.03,0.59,0.44,0.44,0.26,0.22,0.04,0.83,0.51,0.8,0.27,0.28,0.32,0.49,0.39,0.18,0.28,0.39,0.13,0.7,0.55,0.37,0.39,0.51,0.33,0.25,0.31,0.32,0.57,0.88,0.89,0.91,0.85,0.59,0.62,0.2,0.23,0.64,0.66,0.39,0.86,0.03,0.26,0.5,0.02,0.88,0.83,0.22,0.37,0.73,0.06,0.21,0.19,0.19,0.22,0.35,0.32,0.31,0.31,0.2,0.41,0.36,0.0,0.09,0.07,0.05,0.0,0,-1,0,0,0,0
1786,1,0.03,0.33,0.25,0.3,0.19,0.76,0.04,1.0,0.53,0.43,0.2,0.77,0.93,0.58,0.59,0.32,0.33,0.45,0.17,0.45,0.25,0.48,0.2,0.6,0.21,0.37,0.27,0.25,0.36,0.78,0.8,0.86,0.78,0.57,0.67,0.1,0.1,0.36,0.4,0.15,0.82,0.02,0.4,0.5,0.02,0.91,0.77,0.02,0.32,0.4,0.03,0.03,0.5,0.48,0.49,0.28,0.53,0.58,0.51,0.55,0.48,0.4,0.01,0.03,0.17,0.21,0.0,0,-1,0,0,0,0
1787,1,0.0,0.25,0.37,0.6,0.4,0.42,0.02,1.0,0.12,0.55,0.1,0.46,0.37,0.15,0.17,0.22,0.47,0.13,0.51,0.55,0.38,0.25,0.64,0.2,1.0,0.48,0.83,0.95,0.42,0.34,0.43,0.31,0.34,0.4,0.5,0.3,0.21,0.27,0.28,0.32,0.21,0.28,0.83,0.0,0.03,0.53,0.23,0.23,0.33,0.46,0.42,0.13,0.09,0.06,0.05,0.18,0.17,0.16,0.17,0.36,0.47,0.28,0.0,0.01,0.19,0.28,0.0,0,-1,0,1,0,0
1788,0,0.03,0.46,0.44,0.49,0.32,0.44,0.04,1.0,0.32,0.52,0.1,0.56,0.63,0.34,0.29,0.38,0.52,0.17,0.4,0.49,0.6,0.32,0.54,0.28,0.55,0.42,0.55,0.57,0.51,0.45,0.43,0.36,0.51,0.38,0.52,0.28,0.26,0.5,0.52,0.46,0.57,0.11,0.52,0.5,0.03,0.82,0.56,0.45,0.56,0.38,0.31,0.56,0.13,0.13,0.14,0.22,0.34,0.36,0.35,0.55,0.41,0.51,0.03,0.12,0.05,0.09,0.0,0,-1,0,1,0,0
1789,0,0.2,0.42,0.34,0.53,0.33,0.4,0.21,1.0,0.39,0.56,0.2,0.36,0.31,0.39,0.5,0.39,0.38,0.59,0.39,0.51,0.23,0.68,0.24,0.65,0.48,0.67,0.6,0.57,0.56,0.49,0.48,0.58,0.44,0.4,0.34,0.59,0.44,0.42,0.44,0.44,0.32,0.6,0.78,0.0,0.15,0.8,0.33,0.26,0.31,0.31,0.14,0.22,0.61,0.77,0.96,0.54,0.55,0.67,0.54,0.69,0.7,0.24,0.13,0.06,0.48,0.31,1.0,0,-1,1,0,0,0
1790,0,0.1,0.37,0.43,0.49,0.34,0.44,0.11,1.0,0.22,0.57,0.16,0.52,0.3,0.25,0.28,0.44,0.55,0.28,0.31,0.57,0.79,0.23,0.74,0.3,0.63,0.41,0.63,0.66,0.4,0.4,0.4,0.42,0.3,0.64,0.73,0.17,0.16,0.38,0.38,0.41,0.43,0.11,0.55,0.5,0.1,0.75,0.44,0.28,0.34,0.54,0.43,0.14,0.11,0.12,0.14,0.14,0.19,0.22,0.24,0.38,0.48,0.5,0.06,0.12,0.13,0.15,0.0,0,-1,0,1,0,0
1791,1,0.03,0.72,0.58,0.43,0.26,0.13,0.04,1.0,0.59,0.88,0.43,0.18,0.31,0.52,0.37,0.06,0.13,0.37,0.08,0.78,0.28,0.39,0.23,0.5,0.17,0.24,0.26,0.23,0.64,0.9,0.88,0.97,0.82,0.6,0.67,0.11,0.15,0.77,0.73,0.73,0.93,0.03,0.0,0.5,0.02,0.86,0.93,0.02,0.32,0.79,0.02,0.24,0.22,0.19,0.18,0.41,0.42,0.53,0.51,0.35,0.46,0.22,0.0,0.04,0.16,0.0,0.0,0,-1,0,0,0,0
1792,0,0.0,0.57,0.44,0.49,0.32,0.4,0.02,1.0,0.36,0.58,0.17,0.52,0.83,0.36,0.3,0.32,0.47,0.27,0.44,0.46,0.35,0.44,0.52,0.29,0.48,0.51,0.61,0.57,0.57,0.41,0.36,0.44,0.24,0.4,0.52,0.41,0.41,0.59,0.57,0.6,0.62,0.22,0.37,0.5,0.01,0.85,0.63,0.92,0.47,0.21,0.28,0.12,0.21,0.2,0.2,0.47,0.42,0.45,0.46,1.0,0.51,0.61,0.03,0.01,0.31,0.16,0.0,0,-1,1,1,0,0
1793,1,0.04,0.54,0.33,0.4,0.25,0.38,0.06,1.0,0.63,0.71,0.28,0.43,0.51,0.61,0.52,0.23,0.28,0.38,0.24,0.64,0.62,0.32,0.3,0.51,0.25,0.38,0.24,0.25,0.54,0.86,0.85,0.88,0.85,0.43,0.54,0.19,0.2,0.56,0.6,0.36,0.81,0.04,0.32,0.5,0.03,0.86,0.77,0.41,0.42,0.6,0.04,0.06,0.56,0.55,0.51,0.47,0.52,0.68,0.57,0.53,0.55,0.36,0.0,0.09,0.1,0.06,0.0,0,1,0,0,0,0
1794,1,0.07,0.69,0.44,0.42,0.26,0.13,0.08,1.0,0.93,0.83,0.35,0.15,0.32,0.85,0.71,0.06,0.09,0.6,0.11,0.81,0.44,0.36,0.16,0.71,0.26,0.32,0.35,0.32,0.66,0.89,0.89,0.91,0.75,0.53,0.56,0.29,0.33,0.75,0.74,0.64,0.85,0.14,0.17,0.5,0.03,0.9,0.84,0.07,0.18,0.85,0.01,0.06,0.83,0.9,0.94,0.99,0.93,1.0,0.9,0.55,0.85,0.26,0.0,0.05,0.25,0.02,0.0,0,-1,1,0,0,0
1795,1,0.12,0.32,0.34,0.47,0.29,0.33,0.14,1.0,0.53,0.72,0.27,0.3,0.43,0.59,0.64,0.06,0.07,0.75,0.13,0.69,0.38,0.37,0.15,0.68,0.45,0.44,0.58,0.54,0.36,0.72,0.76,0.76,0.68,0.36,0.48,0.17,0.15,0.35,0.45,0.25,0.54,0.11,0.46,0.5,0.09,0.84,0.49,0.03,0.08,0.67,0.05,0.1,0.47,0.5,0.57,0.54,0.51,0.59,0.52,0.54,0.33,0.18,0.01,0.07,0.27,0.38,0.63,0,-1,0,0,0,0
1796,0,0.0,0.24,0.28,0.44,0.32,0.74,0.02,1.0,0.22,0.37,0.2,0.71,0.79,0.22,0.26,0.27,0.44,0.17,0.37,0.36,0.16,0.33,0.23,0.35,0.63,0.35,0.67,0.68,0.2,0.5,0.55,0.7,0.72,0.61,0.63,0.08,0.07,0.27,0.23,0.36,0.53,0.08,0.67,0.0,0.03,0.57,0.56,0.04,0.11,0.71,0.27,0.37,0.14,0.12,0.11,0.36,0.32,0.31,0.34,0.52,0.4,0.22,0.0,0.01,0.29,0.03,0.0,0,-1,0,1,0,0
1797,1,0.01,0.47,0.4,0.46,0.32,0.49,0.0,0.0,0.37,0.52,0.23,0.56,0.63,0.36,0.34,0.13,0.21,0.35,0.38,0.46,0.18,0.47,0.22,0.43,0.34,0.46,0.42,0.4,0.46,0.72,0.76,0.84,0.64,0.56,0.54,0.19,0.18,0.46,0.43,0.5,0.56,0.04,0.4,0.5,0.16,0.0,0.58,0.06,0.33,0.48,0.06,0.19,0.39,0.38,0.38,0.47,0.52,0.59,0.52,0.57,0.62,0.64,0.0,0.12,0.03,0.08,0.0,0,-1,0,0,0,0
1798,1,0.01,0.28,0.16,0.24,0.09,0.49,0.02,1.0,0.56,0.61,0.36,0.44,0.46,0.58,0.66,0.09,0.1,0.8,0.11,0.69,0.17,0.64,0.07,0.86,0.49,0.28,0.66,0.61,0.31,0.7,0.73,0.84,0.8,0.69,0.68,0.11,0.1,0.32,0.29,0.38,0.7,0.06,0.31,0.5,0.02,0.81,0.72,0.1,0.4,0.29,0.05,0.14,0.24,0.25,0.27,0.52,0.49,0.55,0.6,0.13,0.28,0.28,0.0,0.01,0.32,0.06,0.0,0,-1,0,0,0,0
1799,1,0.05,0.4,0.89,1.0,1.0,0.24,0.06,1.0,0.12,0.57,0.41,0.25,0.28,0.21,0.18,0.17,0.23,0.51,0.61,0.36,0.16,0.61,0.23,0.41,0.37,1.0,0.57,0.49,0.37,0.36,0.45,0.52,0.34,0.49,0.52,0.24,0.15,0.33,0.36,0.38,0.12,0.22,0.65,0.0,0.04,0.82,0.15,0.09,0.27,0.67,0.19,0.13,0.24,0.24,0.23,0.3,0.34,0.4,0.33,1.0,0.59,0.22,0.04,0.06,0.15,0.07,0.0,0,-1,1,1,0,0
1800,1,0.01,0.35,0.4,0.45,0.28,0.49,0.0,0.0,0.17,0.39,0.25,0.57,0.62,0.19,0.21,0.38,0.53,0.15,0.64,0.31,0.92,0.26,0.8,0.23,0.63,0.28,0.62,0.65,0.42,0.56,0.61,0.65,0.66,0.58,0.46,0.16,0.15,0.38,0.38,0.38,0.57,0.08,0.45,0.5,0.01,0.79,0.57,0.24,0.56,0.27,0.77,0.2,0.05,0.04,0.05,0.09,0.11,0.1,0.14,0.44,0.11,0.31,0.0,0.02,0.18,0.0,0.0,0,-1,0,1,0,0
1801,0,0.08,0.32,0.47,0.57,0.44,0.52,0.09,1.0,0.2,0.49,0.17,0.56,0.32,0.25,0.33,0.38,0.47,0.47,0.34,0.49,0.4,0.57,0.44,0.48,0.67,0.6,0.63,0.68,0.4,0.24,0.25,0.29,0.21,0.58,0.61,0.23,0.17,0.26,0.29,0.29,0.33,0.13,0.65,0.0,0.12,0.64,0.34,0.55,0.37,0.4,0.54,0.42,0.11,0.13,0.17,0.08,0.19,0.25,0.22,0.34,0.35,0.35,0.07,0.07,0.19,0.13,1.0,1,-1,0,1,0,0
1802,1,0.0,0.55,0.34,0.41,0.2,0.27,0.02,0.87,0.44,0.77,0.42,0.33,0.44,0.41,0.34,0.27,0.36,0.32,0.09,0.74,0.73,0.34,0.56,0.42,0.3,0.22,0.32,0.32,0.51,0.76,0.77,0.79,0.73,0.46,0.5,0.15,0.17,0.58,0.57,0.53,0.78,0.04,0.28,0.5,0.0,0.92,0.78,0.12,0.36,0.81,0.12,0.21,0.21,0.2,0.2,0.2,0.28,0.32,0.32,0.49,0.47,0.11,0.0,0.05,0.06,0.02,0.0,0,-1,0,1,0,0
1803,0,0.02,0.28,0.4,0.39,0.26,0.69,0.0,0.0,0.07,0.02,0.08,0.79,0.6,0.11,0.18,0.58,0.63,0.17,0.79,0.04,0.26,0.59,0.4,0.38,0.66,0.3,0.69,0.72,0.38,0.37,0.41,0.32,0.45,0.02,0.0,0.18,0.15,0.28,0.26,0.35,0.45,0.06,0.55,0.0,0.06,0.58,0.47,0.3,0.7,0.0,0.81,0.3,0.02,0.02,0.03,0.05,0.1,0.11,0.09,0.69,0.18,0.43,0.0,0.03,0.18,0.0,0.0,0,-1,0,1,0,0
1804,1,0.0,0.36,0.28,0.4,0.21,0.47,0.0,0.0,0.4,0.6,0.01,0.49,0.48,0.42,0.46,0.22,0.22,0.52,0.35,0.6,0.35,0.68,0.28,0.63,0.43,0.3,0.47,0.47,0.4,0.71,0.75,0.82,0.48,0.63,0.76,0.1,0.1,0.37,0.46,0.22,0.68,0.05,0.58,0.0,0.02,0.73,0.62,0.04,0.38,0.52,0.14,0.06,0.39,0.38,0.39,0.48,0.51,0.59,0.51,0.57,0.72,0.68,0.0,0.05,0.05,0.02,0.0,0,-1,0,0,0,0
1805,1,0.03,0.31,0.42,0.43,0.29,0.54,0.0,0.0,0.21,0.44,0.48,0.66,0.48,0.26,0.24,0.26,0.34,0.25,0.21,0.51,0.44,0.53,0.53,0.33,0.41,0.33,0.43,0.44,0.37,0.64,0.69,0.68,0.7,0.84,0.83,0.07,0.07,0.3,0.37,0.19,0.64,0.04,0.54,0.5,0.03,0.81,0.59,0.15,0.44,0.27,0.26,0.06,0.06,0.05,0.06,0.14,0.17,0.18,0.16,0.42,0.17,0.39,0.02,0.07,0.09,0.06,0.0,0,-1,0,1,0,0
1806,1,0.03,0.37,0.37,0.55,0.35,0.29,0.05,1.0,0.31,0.71,0.11,0.33,0.37,0.32,0.3,0.13,0.22,0.29,0.25,0.66,0.35,0.36,0.37,0.32,0.7,0.48,0.79,0.78,0.44,0.54,0.6,0.66,0.44,0.41,0.53,0.23,0.19,0.4,0.48,0.37,0.39,0.22,0.62,0.0,0.03,0.84,0.37,0.08,0.07,0.65,0.16,0.03,0.29,0.29,0.27,0.46,0.42,0.45,0.42,0.6,0.41,0.19,0.0,0.02,0.34,0.36,0.0,0,-1,0,1,0,0
1807,1,0.01,0.68,0.44,0.46,0.29,0.21,0.01,0.43,0.58,0.78,0.21,0.36,0.41,0.55,0.39,0.08,0.2,0.34,0.46,0.71,0.25,0.38,0.25,0.41,0.25,0.39,0.3,0.29,0.72,0.87,0.88,0.94,0.69,0.57,0.58,0.35,0.37,0.73,0.76,0.26,0.94,0.05,0.23,0.5,0.01,0.84,0.9,0.28,0.62,0.58,0.04,0.01,0.42,0.4,0.39,0.1,0.39,0.64,0.37,0.49,0.63,0.49,0.0,0.06,0.05,0.1,0.0,0,-1,0,0,0,0
1808,0,0.05,0.32,0.37,0.47,0.31,0.43,0.06,1.0,0.34,0.58,0.18,0.45,0.4,0.37,0.42,0.18,0.27,0.67,0.4,0.57,0.29,0.9,0.25,0.74,0.46,0.56,0.64,0.59,0.43,0.38,0.38,0.66,0.35,0.67,0.78,0.24,0.19,0.34,0.46,0.23,0.56,0.09,0.57,0.0,0.06,0.75,0.5,0.42,0.42,0.19,0.1,0.49,0.12,0.15,0.24,0.35,0.34,0.36,0.37,0.51,0.32,0.26,0.01,0.01,0.57,0.27,0.0,0,-1,0,1,0,0
1809,1,0.0,0.46,0.42,0.42,0.26,0.4,0.0,0.0,0.24,0.57,1.0,0.44,0.67,0.24,0.22,0.29,0.4,0.2,0.52,0.46,0.63,0.4,0.69,0.34,0.48,0.19,0.42,0.46,0.45,0.73,0.68,0.63,0.7,0.61,0.63,0.19,0.21,0.49,0.46,0.56,0.7,0.15,0.37,0.5,0.02,0.6,0.72,0.21,0.81,0.58,0.45,0.22,0.06,0.06,0.07,0.11,0.15,0.19,0.19,0.43,0.2,0.35,0.0,0.03,0.09,0.0,0.0,0,-1,0,1,0,0
1810,0,0.05,0.77,1.0,1.0,1.0,0.28,0.07,1.0,0.27,0.57,0.24,0.44,0.32,0.28,0.21,0.55,0.6,0.37,0.59,0.41,0.35,0.65,0.43,0.35,0.36,1.0,0.34,0.36,0.58,0.14,0.13,0.25,0.0,0.65,0.64,0.59,0.48,0.51,0.48,0.56,0.1,0.48,0.74,0.0,0.04,0.76,0.14,0.57,0.38,0.21,0.54,0.97,0.29,0.3,0.29,0.47,0.54,0.66,0.55,0.7,0.88,1.0,0.06,0.01,0.67,0.69,0.5,0,-1,1,1,0,0
1811,0,0.04,0.34,0.38,0.45,0.29,0.54,0.06,1.0,0.2,0.46,0.15,0.58,0.58,0.2,0.23,0.47,0.55,0.19,0.44,0.42,0.49,0.42,0.57,0.33,0.71,0.34,0.75,0.77,0.37,0.41,0.42,0.49,0.35,0.56,0.58,0.14,0.13,0.35,0.38,0.35,0.51,0.09,0.6,0.0,0.05,0.78,0.5,0.1,0.44,0.33,0.5,0.13,0.07,0.06,0.07,0.12,0.18,0.22,0.19,0.44,0.19,0.35,0.01,0.04,0.23,0.07,0.0,0,-1,0,1,0,0
1812,1,0.02,0.35,0.27,0.48,0.26,0.56,0.04,1.0,0.36,0.57,0.18,0.57,0.45,0.4,0.36,0.59,0.59,0.23,0.45,0.51,0.53,0.15,0.47,0.32,0.43,0.46,0.44,0.45,0.46,0.64,0.65,0.71,0.56,0.27,0.32,0.24,0.21,0.38,0.51,0.35,0.32,0.2,0.75,0.0,0.03,0.8,0.29,0.21,0.49,0.33,0.13,0.04,0.48,0.45,0.41,0.58,0.59,0.62,0.58,0.59,0.73,1.0,0.0,0.0,0.83,0.34,0.0,0,-1,1,0,0,0
1813,0,0.02,0.6,0.49,0.53,0.34,0.3,0.0,0.0,0.23,0.6,0.66,0.38,0.24,0.24,0.17,0.81,0.73,0.13,0.38,0.56,0.34,0.41,0.53,0.18,0.56,0.37,0.56,0.58,0.71,0.57,0.54,0.62,0.57,0.69,0.66,0.54,0.53,0.65,0.6,0.71,0.41,0.63,0.59,0.0,0.03,0.66,0.45,0.4,0.79,0.69,0.77,0.38,0.08,0.08,0.08,0.19,0.2,0.21,0.23,0.4,0.28,0.53,0.0,0.03,0.15,0.0,0.0,0,-1,0,1,0,0
1814,0,0.01,0.65,1.0,1.0,1.0,0.25,0.0,0.0,0.13,0.65,0.83,0.33,0.38,0.22,0.15,0.24,0.26,0.57,0.53,0.3,0.16,0.82,0.23,0.46,0.18,1.0,0.21,0.2,0.31,0.6,0.64,0.72,0.56,0.43,0.54,0.09,0.07,0.27,0.37,0.25,0.3,0.07,0.65,0.0,0.02,0.66,0.28,0.08,0.32,0.58,0.3,0.09,0.1,0.11,0.11,0.16,0.21,0.22,0.2,0.86,0.29,0.11,0.0,0.02,0.15,0.01,0.0,0,-1,1,1,0,0
1815,0,0.03,0.59,0.53,0.59,0.42,0.33,0.04,1.0,0.18,0.39,0.06,0.47,0.41,0.18,0.16,0.64,0.75,0.17,0.81,0.37,0.54,0.51,0.68,0.25,0.64,0.69,0.64,0.67,0.72,0.11,0.14,0.0,0.23,0.34,0.36,0.69,0.58,0.59,0.54,0.64,0.14,0.44,0.64,0.0,0.05,0.59,0.18,1.0,0.63,0.0,1.0,0.49,0.23,0.23,0.22,0.38,0.4,0.44,0.42,0.89,0.74,0.97,0.09,0.01,0.58,0.22,0.0,0,-1,1,1,0,0
1816,1,0.01,0.54,0.3,0.29,0.19,0.42,0.03,1.0,1.0,0.72,0.42,0.38,0.47,1.0,1.0,0.06,0.08,0.98,0.15,0.54,0.3,0.35,0.06,0.86,0.14,0.29,0.2,0.18,0.5,0.94,0.95,0.95,0.84,0.0,0.0,0.17,0.19,0.58,0.57,0.46,0.87,0.02,0.1,1.0,0.01,0.87,0.86,0.12,0.45,0.23,0.01,0.19,1.0,1.0,1.0,0.91,1.0,1.0,1.0,0.34,0.5,0.26,0.01,0.04,0.12,1.0,0.0,0,-1,1,0,0,0
1817,0,0.07,0.29,0.55,0.58,0.49,0.53,0.09,1.0,0.15,0.44,0.22,0.56,0.45,0.2,0.24,0.33,0.46,0.32,0.38,0.41,0.31,0.42,0.42,0.37,0.58,0.62,0.7,0.68,0.34,0.19,0.22,0.25,0.23,0.56,0.59,0.18,0.14,0.27,0.29,0.3,0.33,0.11,0.6,0.0,0.15,0.54,0.34,0.2,0.43,0.48,0.39,0.1,0.09,0.11,0.14,0.17,0.22,0.24,0.25,0.59,0.46,0.53,0.05,0.08,0.16,0.18,0.46,0,-1,0,1,0,0
1818,1,0.0,0.57,0.36,0.4,0.24,0.3,0.02,0.79,0.65,0.76,0.48,0.37,0.5,0.58,0.49,0.13,0.25,0.4,0.12,0.74,0.41,0.49,0.26,0.51,0.23,0.33,0.21,0.22,0.56,0.88,0.89,1.0,0.81,0.52,0.47,0.2,0.23,0.63,0.63,0.38,0.91,0.04,0.28,0.5,0.0,0.92,0.88,0.12,0.61,0.52,0.02,0.28,0.5,0.47,0.45,0.55,0.64,0.79,0.71,0.62,0.52,0.51,0.0,0.07,0.04,0.01,0.0,0,-1,0,0,0,0
1819,1,0.05,0.52,0.4,0.48,0.28,0.34,0.0,0.0,0.33,0.57,0.55,0.39,0.4,0.34,0.3,0.37,0.41,0.26,0.51,0.55,0.24,0.49,0.45,0.33,0.56,0.35,0.64,0.63,0.54,0.58,0.59,0.63,0.62,0.61,0.68,0.34,0.32,0.54,0.54,0.55,0.46,0.45,0.52,0.5,0.03,0.85,0.48,0.15,0.28,0.69,0.24,0.21,0.31,0.31,0.31,0.38,0.38,0.41,0.36,0.48,0.49,0.18,0.03,0.02,0.36,0.03,0.0,0,-1,0,1,0,0
